iter	Passed	Remaining
614	1414	885
615	1416	882
616	1417	880
617	1419	877
618	1422	875
619	1425	873
620	1426	870
621	1428	867
622	1429	864
623	1430	861
624	1432	859
625	1433	856
626	1438	855
627	1443	854
628	1450	855
629	1453	853
630	1455	851
631	1457	848
632	1460	846
633	1462	844
634	1463	841
635	1466	839
636	1468	836
637	1470	834
638	1473	832
639	1474	829
640	1477	827
641	1479	824
642	1481	822
643	1489	823
644	1491	820
645	1493	818
646	1497	816
647	1499	814
648	1500	811
649	1502	808
650	1504	806
651	1506	804
652	1508	801
653	1511	799
654	1513	797
655	1518	796
656	1519	793
657	1522	791
658	1524	788
659	1526	786
660	1527	783
661	1529	781
662	1531	778
663	1533	776
664	1535	773
665	1536	770
666	1538	768
667	1539	765
668	1541	762
669	1543	760
670	1545	757
671	1547	755
672	1548	752
673	1550	749
674	1552	747
675	1554	745
676	1556	742
677	1558	740
678	1560	737
679	1562	735
680	1564	732
681	1566	730
682	1567	727
683	1568	724
684	1569	721
685	1572	719
686	1574	717
687	1576	714
688	1577	712
689	1579	709
690	1580	706
691	1582	704
692	1583	701
693	1584	698
694	1585	695
695	1587	693
696	1588	690
697	1589	687
698	1591	685
699	1592	682
700	1593	679
701	1595	677
702	1597	674
703	1598	672
704	1602	670
705	1605	668
706	1607	665
707	1609	663
708	1612	661
709	1613	659
710	1615	656
711	1618	654
712	1619	652
713	1621	649
714	1623	647
715	1624	644
716	1626	641
717	1628	639
718	1630	637
719	1632	635
720	1635	632
721	1637	630
722	1639	628
723	1640	625
724	1641	622
725	1642	620
726	1645	617
727	1648	615
728	1649	613
729	1653	611
730	1662	611
731	1666	610
732	1677	610
733	1684	610
734	1698	612
735	1704	611
736	1706	609
737	1708	606
738	1709	603
739	1711	601
740	1712	598
741	1714	596
742	1715	593
743	1717	590
744	1720	588
745	1721	586
746	1723	583
747	1726	581
748	1729	579
749	1731	577
750	1732	574
751	1734	571
752	1737	569
753	1738	567
754	1739	564
755	1740	561
756	1741	559
757	1743	556
758	1744	553
759	1747	551
760	1748	549
761	1750	546
762	1752	544
763	1753	541
764	1756	539
765	1757	537
766	1759	534
767	1761	532
768	1764	529
769	1765	527
770	1767	524
771	1768	522
772	1769	519
773	1771	517
774	1772	514
775	1774	512
776	1775	509
777	1777	507
778	1778	504
779	1780	502
780	1781	499
781	1784	497
782	1787	495
783	1789	492
784	1792	490
785	1794	488
786	1795	485
787	1797	483
788	1800	481
789	1801	478
790	1802	476
791	1804	473
792	1807	471
793	1809	469
794	1810	466
795	1812	464
796	1813	462
797	1815	459
798	1817	457
799	1819	454
800	1820	452
801	1822	449
802	1825	447
803	1826	445
804	1828	442
805	1830	440
806	1831	438
807	1833	435
808	1835	433
809	1838	431
810	1840	428
811	1841	426
812	1843	424
813	1844	421
814	1846	419
815	1847	416
816	1850	414
817	1853	412
818	1854	409
819	1856	407
820	1858	405
821	1860	402
822	1861	400
823	1863	398
824	1866	395
825	1868	393
826	1870	391
827	1871	388
828	1872	386
829	1874	383
830	1875	381
831	1877	379
832	1878	376
833	1883	374
834	1885	372
835	1886	370
836	1888	367
837	1889	365
838	1891	363
839	1893	360
840	1895	358
841	1899	356
842	1900	353
843	1901	351
844	1902	349
845	1904	346
846	1905	344
847	1908	342
848	1911	339
849	1912	337
850	1915	335
851	1916	332
852	1918	330
853	1919	328
854	1921	325
855	1922	323
856	1923	321
857	1926	318
858	1927	316
859	1930	314
860	1932	311
861	1933	309
862	1940	308
863	1943	305
864	1945	303
865	1947	301
866	1948	298
867	1950	296
868	1952	294
869	1955	292
870	1959	290
871	1961	287
872	1963	285
873	1964	283
874	1965	280
875	1966	278
876	1968	276
877	1971	273
878	1973	271
879	1974	269
880	1975	266
881	1976	264
882	1977	262
883	1978	259
884	1979	257
885	1980	254
886	1982	252
887	1983	250
888	1984	247
889	1986	245
890	1988	243
891	1989	240
892	1991	238
893	1991	236
894	1992	233
895	1993	231
896	1994	229
897	1995	226
898	1996	224
899	1997	221
900	1999	219
901	2000	217
902	2002	215
903	2003	212
904	2004	210
905	2005	208
906	2006	205
907	2007	203
908	2009	201
909	2010	198
910	2011	196
911	2012	194
912	2013	191
913	2015	189
914	2017	187
915	2018	185
916	2019	182
917	2020	180
918	2021	178
919	2023	175
920	2024	173
921	2025	171
922	2027	169
923	2028	166
924	2029	164
925	2030	162
926	2031	160
927	2033	157
928	2034	155
929	2035	153
930	2036	150
931	2038	148
932	2039	146
933	2040	144
934	2042	141
935	2043	139
936	2044	137
937	2046	135
938	2047	133
939	2048	130
940	2050	128
941	2053	126
942	2054	124
943	2056	121
944	2058	119
945	2061	117
946	2062	115
947	2064	113
948	2067	111
949	2068	108
950	2071	106
951	2075	104
952	2077	102
953	2081	100
954	2083	98
955	2085	95
956	2091	93
957	2100	92
958	2108	90
959	2111	87
960	2116	85
961	2119	83
962	2126	81
963	2133	79
964	2142	77
965	2144	75
966	2156	73
967	2168	71
968	2170	69
969	2189	67
970	2198	65
971	2200	63
972	2201	61
973	2203	58
974	2204	56
975	2206	54
976	2207	51
977	2208	49
978	2209	47
979	2210	45
980	2212	42
981	2214	40
982	2215	38
983	2216	36
984	2217	33
985	2218	31
986	2220	29
987	2221	26
988	2222	24
989	2224	22
990	2225	20
991	2226	17
992	2228	15
993	2230	13
994	2231	11
995	2233	8
996	2234	6
997	2235	4
998	2237	2
999	2238	0
